,receiver_artery_id,receiver_sumo_id,receiver_long,receiver_lat,receiver_speed,Protocol Version,Message ID,Station ID,CoopAwarensess,Generation Delta Time,Station Type,Longitude,Latitude,Semi Major Orientation,Semi Major Confidence,Semi Minor Confidence,Drive Direction,Longitudinal Acceleration,Vehicle Width,Curvature Calculation Mode,Altitude,Altitude_Confidence,Heading,Heading_Confidence,Speed,Speed_Confidence,Vehicle_Length,Vehicle_Length_Confidence,Curvature,Curvature_Confidence,Yaw_Rate,Yaw_Rate_Confidence,pos_x,pos_y,ssc,estimated_spd,speed diff
50,454869706,3,-55.4877,-0.000345271,0.506671,2,2,2357136044, ,10676,5,-55.488703,-0.002629,3601,4095,4095,0,1.0,62.0,0,800001.0,15.0,199.0,10.0,650.0,3.0,1023.0,0.0,44.0,7.0,200.0,0.0,507.58402552354846,132.2764309257767,False,621.2116726282493,28.78832737175071
51,1819583497,1,-55.4885,0.000778868,4.58703,2,2,454869706, ,10676,5,-55.487714,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,51.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,617.9752537432755,385.5090703106869,False,0.0,51.0
52,2774094101,carla0,-55.4876,0.00176726,5.1219,2,2,454869706, ,10676,5,-55.487714,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,51.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,617.9752537432755,385.5090703106869,False,0.0,51.0
53,2357136044,0,-55.4887,-0.00262863,6.50169,2,2,454869706, ,10676,5,-55.487714,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,51.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,617.9752537432755,385.5090703106869,False,0.0,51.0
54,1819583497,1,-55.4885,0.000779481,4.63246,2,2,2774094101, ,10696,5,-55.487591,0.001766,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,1909.0,10.0,517.0,3.0,1023.0,0.0,81.0,7.0,500.0,0.0,631.7046768106916,619.5603778918281,False,457.3197638266318,59.6802361733682
55,454869706,3,-55.4877,-0.000345273,0.557398,2,2,2774094101, ,10696,5,-55.487591,0.001766,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,1909.0,10.0,517.0,3.0,1023.0,0.0,81.0,7.0,500.0,0.0,631.7046768106916,619.5603778918281,False,457.3197638266318,59.6802361733682
56,1819583497,1,-55.4885,0.000782623,4.83131,2,2,2774094101, ,10796,5,-55.487591,0.001763,3601,4095,4095,0,-8.0,62.0,0,800001.0,15.0,1906.0,10.0,453.0,3.0,1023.0,0.0,100.0,7.0,200.0,0.0,631.7046760067274,619.2277611683418,False,332.6167234873249,120.38327651267508
57,454869706,3,-55.4877,-0.000345286,0.796401,2,2,2774094101, ,10796,5,-55.487591,0.001763,3601,4095,4095,0,-8.0,62.0,0,800001.0,15.0,1906.0,10.0,453.0,3.0,1023.0,0.0,100.0,7.0,200.0,0.0,631.7046760067274,619.2277611683418,False,332.6167234873249,120.38327651267508
58,1819583497,1,-55.4885,0.000782623,4.83131,2,2,454869706, ,10796,5,-55.487713,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,80.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,618.0868732261401,385.50907036343983,False,93.01623572053185,-13.016235720531853
59,2774094101,carla0,-55.4876,0.00176339,4.53432,2,2,454869706, ,10796,5,-55.487713,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,80.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,618.0868732261401,385.50907036343983,False,93.01623572053185,-13.016235720531853
60,2357136044,0,-55.4887,-0.00262179,6.74679,2,2,454869706, ,10796,5,-55.487713,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,80.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,618.0868732261401,385.50907036343983,False,93.01623572053185,-13.016235720531853
61,2357136044,0,-55.4887,-0.00262062,6.78321,2,2,2783877012, ,10816,5,-55.489268,-0.003062,3601,4095,4095,0,1.0,62.0,0,800001.0,15.0,2196.0,10.0,297.0,3.0,1023.0,0.0,40.0,7.0,-100.0,0.0,444.5190941765136,84.26841226155261,False,252.59562963965223,44.40437036034777
62,2774094101,carla0,-55.4876,0.00176291,4.35432,2,2,1819583497, ,10816,5,-55.488476,0.000783,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,422.0,10.0,488.0,3.0,1023.0,0.0,196.0,7.0,-700.0,0.0,532.9212003755197,510.57307079494717,False,458.8688817071218,29.131118292878227
63,454869706,3,-55.4877,-0.000345289,0.844738,2,2,1819583497, ,10816,5,-55.488476,0.000783,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,422.0,10.0,488.0,3.0,1023.0,0.0,196.0,7.0,-700.0,0.0,532.9212003755197,510.57307079494717,False,458.8688817071218,29.131118292878227
64,1819583497,1,-55.4885,0.000785859,5.05267,2,2,2774094101, ,10896,5,-55.487592,0.001759,3601,4095,4095,0,4.0,62.0,0,800001.0,15.0,1902.0,10.0,601.0,3.0,1023.0,0.0,111.0,7.0,500.0,0.0,631.5930554728652,618.7842724726494,False,457.3197642641449,143.6802357358551
65,454869706,3,-55.4877,-0.000345303,1.03849,2,2,2774094101, ,10896,5,-55.487592,0.001759,3601,4095,4095,0,4.0,62.0,0,800001.0,15.0,1902.0,10.0,601.0,3.0,1023.0,0.0,111.0,7.0,500.0,0.0,631.5930554728652,618.7842724726494,False,457.3197642641449,143.6802357358551
66,1819583497,1,-55.4885,0.000785859,5.05267,2,2,454869706, ,10896,5,-55.487712,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,104.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,618.1984927088884,385.50907041619274,False,111.6194827482229,-7.619482748222893
67,2774094101,carla0,-55.4876,0.00175944,6.00962,2,2,454869706, ,10896,5,-55.487712,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,104.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,618.1984927088884,385.50907041619274,False,111.6194827482229,-7.619482748222893
68,2357136044,0,-55.4887,-0.00261589,6.92999,2,2,454869706, ,10896,5,-55.487712,-0.000345,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,910.0,10.0,104.0,3.0,1023.0,0.0,0.0,7.0,0.0,0.0,618.1984927088884,385.50907041619274,False,111.6194827482229,-7.619482748222893
69,2783877012,2,-55.4893,-0.00306422,3.20048,2,2,2357136044, ,10936,5,-55.488697,-0.002613,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,194.0,10.0,703.0,3.0,1023.0,0.0,52.0,7.0,200.0,0.0,508.25373696178895,134.05039190297362,False,729.2951690899374,-26.295169089937417
70,454869706,3,-55.4877,-0.000345312,1.13409,2,2,2357136044, ,10936,5,-55.488697,-0.002613,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,194.0,10.0,703.0,3.0,1023.0,0.0,52.0,7.0,200.0,0.0,508.25373696178895,134.05039190297362,False,729.2951690899374,-26.295169089937417
71,1819583497,1,-55.4885,0.000789217,5.24261,2,2,2774094101, ,10996,5,-55.487555,0.001789,3601,4095,4095,0,-8.0,62.0,0,800001.0,15.0,99.0,10.0,1400.0,3.0,1023.0,0.0,1023.0,7.0,200.0,0.0,635.7229836314032,622.1104295910461,False,5302.794336097332,-3902.7943360973322
72,454869706,3,-55.4877,-0.000345325,1.27448,2,2,2774094101, ,10996,5,-55.487555,0.001789,3601,4095,4095,0,-8.0,62.0,0,800001.0,15.0,99.0,10.0,1400.0,3.0,1023.0,0.0,1023.0,7.0,200.0,0.0,635.7229836314032,622.1104295910461,False,5302.794336097332,-3902.7943360973322
73,2774094101,carla0,-55.4876,0.00178607,13.2831,2,2,1819583497, ,11076,5,-55.488468,0.000792,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,436.0,10.0,540.0,3.0,1023.0,0.0,186.0,7.0,-400.0,0.0,533.8141582513158,511.57092121441116,False,515.0227242029063,24.97727579709374
74,454869706,3,-55.4877,-0.000345346,1.46212,2,2,1819583497, ,11076,5,-55.488468,0.000792,3601,4095,4095,0,2.0,62.0,0,800001.0,15.0,436.0,10.0,540.0,3.0,1023.0,0.0,186.0,7.0,-400.0,0.0,533.8141582513158,511.57092121441116,False,515.0227242029063,24.97727579709374
75,2357136044,0,-55.4887,-0.00260354,7.34152,2,2,2783877012, ,11096,5,-55.489273,-0.003068,3601,4095,4095,0,1.0,62.0,0,800001.0,15.0,2199.0,10.0,350.0,3.0,1023.0,0.0,49.0,7.0,-100.0,0.0,443.9609983579535,83.60317492936127,False,310.12087234446045,39.87912765553955
